	pubchem-id	disease-id	type
5242	1123	MESH:D018908	therapeutic
5243	1123	MESH:D058065	therapeutic
5244	1123	MESH:D001145	therapeutic
5245	1123	MESH:D006331	therapeutic
5246	1123	MESH:D006470	therapeutic
5247	1123	MESH:D000860	therapeutic
5248	1123	MESH:D013733	therapeutic
5249	1123	MESH:D003072	therapeutic
5250	1123	MESH:D011507	therapeutic
5251	1123	MESH:D012640	marker/mechanism
5252	1123	MESH:D009202	therapeutic
5253	1123	MESH:D019446	therapeutic
5254	1123	MESH:D017495	therapeutic
5255	1123	MESH:D009203	marker/mechanism
5256	1123	MESH:D005355	therapeutic
5257	1123	MESH:D006973	therapeutic
5258	1123	MESH:D009069	marker/mechanism
5259	1123	MESH:D055371	therapeutic
5260	1123	MESH:D048909	therapeutic
5261	1123	MESH:D007022	therapeutic
5262	1123	MESH:D006323	marker/mechanism
5263	1123	MESH:D007859	therapeutic
5264	1123	MESH:D053627	therapeutic
5265	1123	MESH:D006984	therapeutic
5266	1123	MESH:D005923	therapeutic
5267	1123	MESH:D009336	therapeutic
5268	1123	MESH:D006943	therapeutic
5269	1123	MESH:D020388	therapeutic
5270	1123	MESH:D066126	therapeutic
5271	1123	MESH:D003329	marker/mechanism
5272	1123	MESH:D011658	therapeutic
5273	1123	MESH:D011014	marker/mechanism
5274	1123	MESH:D001169	marker/mechanism
5275	1123	MESH:D012640	therapeutic
5276	1123	MESH:D018487	therapeutic
5277	1123	MESH:D003921	therapeutic
5278	1123	MESH:D009133	therapeutic
5279	1123	MESH:D001651	therapeutic
5280	1123	MESH:D001919	marker/mechanism
5281	1123	MESH:D003922	therapeutic
5282	1123	MESH:D004195	therapeutic
5283	1123	MESH:D003928	therapeutic
5284	1123	MESH:D007249	therapeutic
5562	3314	MESH:D010146	therapeutic
5563	3314	MESH:D008545	therapeutic
5564	3314	MESH:D012878	therapeutic
5565	3314	MESH:D006967	marker/mechanism
5566	3314	MESH:D056486	therapeutic
5567	3314	MESH:D013276	therapeutic
5568	3314	MESH:D009389	therapeutic
5569	3314	MESH:D006331	therapeutic
5570	3314	MESH:D009374	therapeutic
5571	3314	MESH:D010149	therapeutic
5572	3314	MESH:D003877	marker/mechanism
5573	3314	MESH:D064420	therapeutic
5574	3314	MESH:D003875	marker/mechanism
5575	3314	MESH:D009410	therapeutic
5576	3314	MESH:D017449	marker/mechanism
5577	3314	MESH:D006930	therapeutic
5578	3314	MESH:D012481	therapeutic
5579	3314	MESH:D010300	therapeutic
5580	3314	MESH:D011833	therapeutic
5581	3314	MESH:D013203	therapeutic
5582	3314	MESH:D013035	therapeutic
5583	3314	MESH:D001943	therapeutic
5584	3314	MESH:D002583	therapeutic
5585	3314	MESH:D009362	therapeutic
5586	3314	MESH:D066126	therapeutic
5587	3314	MESH:D006461	therapeutic
5588	3314	MESH:D014581	therapeutic
5589	3314	MESH:D009361	therapeutic
5590	3314	MESH:D008133	therapeutic
5591	3314	MESH:D013274	therapeutic
5592	3314	MESH:D007249	therapeutic
5649	10364	MESH:D010146	therapeutic
5650	10364	MESH:D016470	therapeutic
5651	10364	MESH:D003866	marker/mechanism
5652	10364	MESH:D009336	therapeutic
5653	10364	MESH:D007960	therapeutic
5654	10364	MESH:D006930	therapeutic
5682	5281607	MESH:D007680	therapeutic
5683	5281607	MESH:D003110	therapeutic
5684	5281607	MESH:D008175	therapeutic
5685	5281607	MESH:D004487	therapeutic
5686	5281607	MESH:D008103	therapeutic
5687	5281607	MESH:D011230	therapeutic
5688	5281607	MESH:D000707	therapeutic
5689	5281607	MESH:D006937	therapeutic
5690	5281607	MESH:D006946	therapeutic
5691	5281607	MESH:D007249	therapeutic
5692	5281607	MESH:D011470	therapeutic
5693	442583	MESH:D012772	therapeutic
5694	442583	MESH:D019446	therapeutic
5711	5280863	MESH:D019457	marker/mechanism
5712	5280863	MESH:D006943	therapeutic
5713	5280863	MESH:D002471	therapeutic
5714	5280863	MESH:D002869	marker/mechanism
5715	5280863	MESH:D050197	therapeutic
5716	5280863	MESH:D009202	therapeutic
5717	5280863	MESH:D002318	therapeutic
5718	5280863	MESH:D001943	therapeutic
5719	5280863	MESH:D010024	therapeutic
5720	5280863	MESH:D011297	marker/mechanism
5721	5280863	MESH:D007938	marker/mechanism
5722	5280460	MESH:D008106	therapeutic
5723	5280460	MESH:D006529	therapeutic
5724	5281727	MESH:D012878	therapeutic
5725	5281727	MESH:D006528	therapeutic
5726	5281727	MESH:D007674	therapeutic
5727	5281727	MESH:D003110	therapeutic
5728	5281727	MESH:D018149	therapeutic
5729	5281727	MESH:D000236	therapeutic
5730	5281727	MESH:D015179	therapeutic
5731	5281727	MESH:D007938	therapeutic
5732	5281727	MESH:D010190	therapeutic
5733	5281727	MESH:D033461	therapeutic
5734	5281727	MESH:D015464	therapeutic
5735	5281727	MESH:D012516	therapeutic
5736	5281727	MESH:D001943	therapeutic
5737	5281727	MESH:D010212	therapeutic
5738	5281727	MESH:D006943	therapeutic
5739	5281727	MESH:D002471	therapeutic
5740	5281727	MESH:D009362	therapeutic
5741	5281727	MESH:D009361	therapeutic
5742	5281727	MESH:D058739	therapeutic
5743	5281727	MESH:D004195	therapeutic
5744	5281727	MESH:D003921	therapeutic
5745	5281727	MESH:D007249	therapeutic
5779	5281697	MESH:D020257	therapeutic
5784	6989	MESH:D014456	therapeutic
5785	6989	MESH:D009336	therapeutic
5786	6989	MESH:D001228	therapeutic
5787	6989	MESH:D004487	therapeutic
5788	7127	MESH:D009336	marker/mechanism
5789	7127	MESH:D001943	marker/mechanism
5790	7127	MESH:D008325	marker/mechanism
5791	7127	MESH:D042822	marker/mechanism
5792	7127	MESH:D012376	marker/mechanism
5793	7127	MESH:D008113	marker/mechanism
5794	7127	MESH:D006529	marker/mechanism
5795	7127	MESH:D008114	marker/mechanism
5796	7127	MESH:D009374	marker/mechanism
5797	7127	MESH:D003328	marker/mechanism
5798	7127	MESH:D000707	therapeutic
5799	7127	MESH:D006930	therapeutic
5800	637563	MESH:D010243	therapeutic
5801	637563	MESH:D009362	therapeutic
5802	637563	MESH:D003877	marker/mechanism
5803	637563	MESH:D008107	marker/mechanism
5804	637563	MESH:D008113	marker/mechanism
5805	637563	MESH:D013276	therapeutic
5806	637563	MESH:D056486	marker/mechanism
5807	637563	MESH:D005767	therapeutic
5808	637563	MESH:D013927	therapeutic
5809	637563	MESH:D002286	therapeutic
5810	637563	MESH:D001919	marker/mechanism
5811	637563	MESH:D007022	marker/mechanism
5812	637563	MESH:D017449	marker/mechanism
5813	637563	MESH:D007249	therapeutic
5814	190	MESH:D048629	marker/mechanism
5815	190	MESH:D007565	marker/mechanism
5816	190	MESH:D051437	marker/mechanism
5817	190	MESH:D056486	marker/mechanism
5818	190	MESH:D009325	marker/mechanism
5819	190	MESH:D009395	marker/mechanism
5820	190	MESH:D002779	marker/mechanism
5821	190	MESH:D000855	marker/mechanism
5822	790	MESH:D005767	marker/mechanism
5823	790	MESH:D011041	marker/mechanism
5824	790	MESH:D019970	marker/mechanism
5825	1174	MESH:D011230	marker/mechanism
5826	1174	MESH:D009362	therapeutic
5827	1174	MESH:D014516	marker/mechanism
5828	1174	MESH:D001749	therapeutic
5829	1174	MESH:D001749	marker/mechanism
5830	1174	MESH:D006965	marker/mechanism
5831	1174	MESH:D007680	marker/mechanism
5832	1174	MESH:D020163	marker/mechanism
5833	1174	MESH:D010212	marker/mechanism
5850	2153	MESH:D007674	therapeutic
5851	2153	MESH:D006519	therapeutic
5852	2153	MESH:D008659	marker/mechanism
5853	2153	MESH:D009127	marker/mechanism
5854	2153	MESH:D006330	marker/mechanism
5855	2153	MESH:D004830	marker/mechanism
5856	2153	MESH:C538231	marker/mechanism
5857	2153	MESH:D017714	therapeutic
5858	2153	MESH:D004409	marker/mechanism
5859	2153	MESH:D009212	marker/mechanism
5860	2153	MESH:D006212	marker/mechanism
5861	2153	MESH:D006973	marker/mechanism
5862	2153	MESH:D051299	therapeutic
5863	2153	MESH:D012912	therapeutic
5864	2153	MESH:D012640	marker/mechanism
5865	2153	MESH:D009202	therapeutic
5866	2153	MESH:D015451	therapeutic
5867	2153	MESH:D006973	therapeutic
5868	2153	MESH:D029481	therapeutic
5869	2153	MESH:D006029	marker/mechanism
5870	2153	MESH:D000402	therapeutic
5871	2153	MESH:D002653	marker/mechanism
5872	2153	MESH:D007674	marker/mechanism
5873	2153	MESH:D001018	marker/mechanism
5874	2153	MESH:D002318	marker/mechanism
5875	2153	MESH:D012133	therapeutic
5876	2153	MESH:D007177	marker/mechanism
5877	2153	MESH:D002819	marker/mechanism
5878	2153	MESH:D004417	therapeutic
5879	2153	MESH:D011297	marker/mechanism
5880	2153	MESH:D007174	marker/mechanism
5881	2153	MESH:D004935	therapeutic
5882	2153	MESH:D014202	marker/mechanism
5883	2153	MESH:D051437	marker/mechanism
5884	2153	MESH:D006261	marker/mechanism
5885	2153	MESH:D007859	marker/mechanism
5886	2153	MESH:D003866	marker/mechanism
5887	2153	MESH:D007235	marker/mechanism
5888	2153	MESH:D016183	therapeutic
5889	2153	MESH:D007022	marker/mechanism
5890	2153	MESH:D006930	marker/mechanism
5891	2153	MESH:D007945	therapeutic
5892	2153	MESH:D007248	marker/mechanism
5893	2153	MESH:D001167	marker/mechanism
5894	2153	MESH:D001986	therapeutic
5895	2153	MESH:D064420	therapeutic
5896	2153	MESH:D001927	marker/mechanism
5897	2153	MESH:D005767	marker/mechanism
5898	2153	MESH:D011595	marker/mechanism
5899	2153	MESH:D006934	therapeutic
5900	2153	MESH:D013119	therapeutic
5901	2153	MESH:D013616	marker/mechanism
5902	2153	MESH:D001851	marker/mechanism
5903	2153	MESH:D017674	marker/mechanism
5904	2153	MESH:D001930	marker/mechanism
5905	2153	MESH:D004310	marker/mechanism
5906	2153	MESH:D013617	marker/mechanism
5907	2153	MESH:D062787	marker/mechanism
5908	2153	MESH:D003128	marker/mechanism
5909	2153	MESH:D001249	therapeutic
5910	2153	MESH:D005334	marker/mechanism
5911	2153	MESH:D001991	therapeutic
5912	2153	MESH:D064420	marker/mechanism
5913	2153	MESH:D013610	marker/mechanism
5914	2153	MESH:D002375	therapeutic
5915	2153	MESH:D013375	marker/mechanism
5916	2153	MESH:D006940	therapeutic
5917	2153	MESH:D013342	marker/mechanism
5918	2153	MESH:D046628	therapeutic
5919	2153	MESH:D006984	marker/mechanism
5920	2153	MESH:D008569	marker/mechanism
5921	2153	MESH:D019462	therapeutic
5922	2153	MESH:D006323	therapeutic
5923	2153	MESH:D058186	marker/mechanism
5924	2153	MESH:D007008	marker/mechanism
5925	2153	MESH:D017202	therapeutic
5926	2153	MESH:D009374	therapeutic
5927	2153	MESH:D000138	marker/mechanism
5928	2153	MESH:D003693	marker/mechanism
5929	2153	MESH:D013614	marker/mechanism
5930	2153	MESH:D029424	therapeutic
5931	2153	MESH:D005119	therapeutic
5932	2153	MESH:D006943	marker/mechanism
5933	2153	MESH:D006948	marker/mechanism
5934	2153	MESH:D058186	therapeutic
5935	2153	MESH:D007232	therapeutic
5936	2153	MESH:D009422	marker/mechanism
5937	2153	MESH:D014839	marker/mechanism
5938	2153	MESH:D013226	marker/mechanism
5939	2153	MESH:D004487	marker/mechanism
5940	2153	MESH:D008175	therapeutic
5941	2153	MESH:D003221	marker/mechanism
5942	2153	MESH:D018476	marker/mechanism
5943	2153	MESH:D006327	therapeutic
5944	2153	MESH:D002637	therapeutic
5945	2153	MESH:D001247	therapeutic
5946	2153	MESH:D005221	marker/mechanism
5947	2153	MESH:D009362	therapeutic
5948	2153	MESH:D002543	marker/mechanism
5949	2153	MESH:D019970	marker/mechanism
5950	2153	MESH:D019964	marker/mechanism
5951	2153	MESH:D012640	therapeutic
5952	2153	MESH:D009325	marker/mechanism
5953	2153	MESH:D014549	marker/mechanism
5954	2153	MESH:D001862	marker/mechanism
5955	2153	MESH:D008173	therapeutic
5956	2153	MESH:D007010	marker/mechanism
5957	2153	MESH:D007249	therapeutic
5958	2153	MESH:D015427	therapeutic
5959	2153	MESH:D012120	therapeutic
5960	2153	MESH:D053609	marker/mechanism
5961	2153	MESH:D007964	marker/mechanism
5962	2153	MESH:D004646	therapeutic
5963	2153	MESH:D000857	therapeutic
5964	2153	MESH:D012893	marker/mechanism
5965	2153	MESH:D012206	marker/mechanism
5966	2153	MESH:D010409	therapeutic
5967	2153	MESH:D011014	therapeutic
5968	2153	MESH:D006470	marker/mechanism
5969	2153	MESH:D007022	therapeutic
5970	2153	MESH:D013036	marker/mechanism
5971	2153	MESH:D007235	therapeutic
5972	2153	MESH:D016055	marker/mechanism
5973	2153	MESH:D001049	therapeutic
5974	2153	MESH:D013035	therapeutic
5975	2153	MESH:D013163	therapeutic
5976	2153	MESH:D053565	marker/mechanism
5977	2153	MESH:D020329	therapeutic
5978	2153	MESH:D006319	marker/mechanism
5979	2153	MESH:D009846	therapeutic
5980	2153	MESH:D014188	marker/mechanism
5981	2153	MESH:D001145	marker/mechanism
5982	2519	MESH:D010146	therapeutic
5983	2519	MESH:D009336	marker/mechanism
5984	2519	MESH:D015431	marker/mechanism
5985	2519	MESH:D010922	marker/mechanism
5986	2519	MESH:D006330	marker/mechanism
5987	2519	MESH:D000236	therapeutic
5988	2519	MESH:D003110	marker/mechanism
5989	2519	MESH:D004830	marker/mechanism
5990	2519	MESH:D001008	therapeutic
5991	2519	MESH:D006029	therapeutic
5992	2519	MESH:D001281	marker/mechanism
5993	2519	MESH:D006849	marker/mechanism
5994	2519	MESH:D008881	therapeutic
5995	2519	MESH:D004409	marker/mechanism
5996	2519	MESH:D008106	therapeutic
5997	2519	MESH:D009798	marker/mechanism
5998	2519	MESH:D006212	marker/mechanism
5999	2519	MESH:D010024	marker/mechanism
6000	2519	MESH:D006973	marker/mechanism
6001	2519	MESH:D011230	marker/mechanism
6002	2519	MESH:D051299	therapeutic
6003	2519	MESH:D003072	therapeutic
6004	2519	MESH:D008114	therapeutic
6005	2519	MESH:D019964	therapeutic
6006	2519	MESH:D012148	marker/mechanism
6007	2519	MESH:D012640	marker/mechanism
6008	2519	MESH:D003967	marker/mechanism
6009	2519	MESH:D009765	therapeutic
6010	2519	MESH:D006973	therapeutic
6011	2519	MESH:D009069	marker/mechanism
6012	2519	MESH:D008881	marker/mechanism
6013	2519	MESH:D010488	marker/mechanism
6014	2519	MESH:D010300	therapeutic
6015	2519	MESH:D001008	marker/mechanism
6016	2519	MESH:D002295	marker/mechanism
6017	2519	MESH:D006620	marker/mechanism
6018	2519	MESH:D007674	marker/mechanism
6019	2519	MESH:D015674	therapeutic
6020	2519	MESH:D001018	marker/mechanism
6021	2519	MESH:D009336	therapeutic
6022	2519	MESH:D013345	marker/mechanism
6023	2519	MESH:D004065	marker/mechanism
6024	2519	MESH:D002318	marker/mechanism
6025	2519	MESH:D006130	marker/mechanism
6026	2519	MESH:D006331	marker/mechanism
6027	2519	MESH:D011297	marker/mechanism
6028	2519	MESH:D017180	marker/mechanism
6029	2519	MESH:D005923	marker/mechanism
6030	2519	MESH:D009436	marker/mechanism
6031	2519	MESH:D012878	therapeutic
6032	2519	MESH:C572845	marker/mechanism
6033	2519	MESH:D014202	marker/mechanism
6034	2519	MESH:D005832	marker/mechanism
6035	2519	MESH:D020343	marker/mechanism
6036	2519	MESH:D006261	marker/mechanism
6037	2519	MESH:D007859	marker/mechanism
6038	2519	MESH:D012600	marker/mechanism
6039	2519	MESH:D006930	marker/mechanism
6040	2519	MESH:D007680	marker/mechanism
6041	2519	MESH:D005234	marker/mechanism
6042	2519	MESH:D006974	marker/mechanism
6043	2519	MESH:D005348	marker/mechanism
6044	2519	MESH:D010911	marker/mechanism
6045	2519	MESH:D001167	marker/mechanism
6046	2519	MESH:D003327	marker/mechanism
6047	2519	MESH:D003875	marker/mechanism
6048	2519	MESH:D012512	therapeutic
6049	2519	MESH:D005767	marker/mechanism
6050	2519	MESH:D001282	marker/mechanism
6051	2519	MESH:D012892	marker/mechanism
6052	2519	MESH:D005334	therapeutic
6053	2519	MESH:D009135	marker/mechanism
6054	2519	MESH:D009203	marker/mechanism
6055	2519	MESH:D049188	marker/mechanism
6056	2519	MESH:D000230	therapeutic
6057	2519	MESH:D001943	marker/mechanism
6058	2519	MESH:D013981	marker/mechanism
6059	2519	MESH:D002389	marker/mechanism
6060	2519	MESH:D054537	marker/mechanism
6061	2519	MESH:D011596	marker/mechanism
6062	2519	MESH:D019966	marker/mechanism
6063	2519	MESH:D013617	marker/mechanism
6064	2519	MESH:D020521	marker/mechanism
6065	2519	MESH:D006965	marker/mechanism
6066	2519	MESH:D007249	marker/mechanism
6067	2519	MESH:D055370	marker/mechanism
6068	2519	MESH:D005334	marker/mechanism
6069	2519	MESH:D012892	therapeutic
6070	2519	MESH:D006417	marker/mechanism
6071	2519	MESH:D064420	marker/mechanism
6072	2519	MESH:D009357	marker/mechanism
6073	2519	MESH:D011605	marker/mechanism
6074	2519	MESH:D013610	marker/mechanism
6075	2519	MESH:D002375	therapeutic
6076	2519	MESH:D013375	marker/mechanism
6077	2519	MESH:D020267	therapeutic
6078	2519	MESH:D006940	therapeutic
6079	2519	MESH:D018879	marker/mechanism
6080	2519	MESH:D007905	marker/mechanism
6081	2519	MESH:D005831	marker/mechanism
6082	2519	MESH:D008569	marker/mechanism
6083	2519	MESH:D001289	therapeutic
6084	2519	MESH:D008113	therapeutic
6085	2519	MESH:D024821	marker/mechanism
6086	2519	MESH:D011141	marker/mechanism
6087	2519	MESH:D012652	marker/mechanism
6088	2519	MESH:D006345	marker/mechanism
6089	2519	MESH:D014693	marker/mechanism
6090	2519	MESH:D006941	marker/mechanism
6091	2519	MESH:D001480	therapeutic
6092	2519	MESH:D002105	therapeutic
6093	2519	MESH:D005355	marker/mechanism
6094	2519	MESH:D006948	therapeutic
6095	2519	MESH:D004195	marker/mechanism
6096	2519	MESH:D007008	marker/mechanism
6097	2519	MESH:D017202	therapeutic
6098	2519	MESH:D009374	therapeutic
6099	2519	MESH:D013614	marker/mechanism
6100	2519	MESH:D011654	marker/mechanism
6101	2519	MESH:D008206	marker/mechanism
6102	2519	MESH:D064793	marker/mechanism
6103	2519	MESH:D014581	marker/mechanism
6104	2519	MESH:D012559	marker/mechanism
6105	2519	MESH:D008325	therapeutic
6106	2519	MESH:D002294	therapeutic
6107	2519	MESH:D001714	marker/mechanism
6108	2519	MESH:D000015	marker/mechanism
6109	2519	MESH:D007683	marker/mechanism
6110	2519	MESH:D006948	marker/mechanism
6111	2519	MESH:D006323	marker/mechanism
6112	2519	MESH:D004487	marker/mechanism
6113	2519	MESH:D004715	marker/mechanism
6114	2519	MESH:D008175	therapeutic
6115	2519	MESH:D013272	marker/mechanism
6116	2519	MESH:D006529	marker/mechanism
6117	2519	MESH:D008569	therapeutic
6118	2519	MESH:D017114	therapeutic
6119	2519	MESH:D018908	marker/mechanism
6120	2519	MESH:D006977	marker/mechanism
6121	2519	MESH:D001766	marker/mechanism
6122	2519	MESH:D007681	marker/mechanism
6123	2519	MESH:D065626	marker/mechanism
6124	2519	MESH:D009202	marker/mechanism
6125	2519	MESH:D002543	marker/mechanism
6126	2519	MESH:D019970	marker/mechanism
6127	2519	MESH:D009120	marker/mechanism
6128	2519	MESH:D011014	marker/mechanism
6129	2519	MESH:D012640	therapeutic
6130	2519	MESH:D000014	therapeutic
6131	2519	MESH:D009325	marker/mechanism
6132	2519	MESH:D011507	marker/mechanism
6133	2519	MESH:D023341	marker/mechanism
6134	2519	MESH:D007333	therapeutic
6135	2519	MESH:D013274	therapeutic
6136	2519	MESH:D013575	marker/mechanism
6137	2519	MESH:D007249	therapeutic
6138	2519	MESH:D001929	marker/mechanism
6139	2519	MESH:D019966	therapeutic
6140	2519	MESH:D001930	therapeutic
6141	2519	MESH:D018488	marker/mechanism
6142	2519	MESH:D016584	marker/mechanism
6143	2519	MESH:D012893	marker/mechanism
6144	2519	MESH:D008133	marker/mechanism
6145	2519	MESH:C537181	marker/mechanism
6146	2519	MESH:D020964	marker/mechanism
6147	2519	MESH:D014516	marker/mechanism
6148	2519	MESH:D005317	marker/mechanism
6149	2519	MESH:D000014	marker/mechanism
6150	2519	MESH:D009395	marker/mechanism
6151	2519	MESH:D019970	therapeutic
6152	2519	MESH:D006505	marker/mechanism
6153	2519	MESH:D006470	marker/mechanism
6154	2519	MESH:D006930	therapeutic
6155	2519	MESH:D007022	therapeutic
6156	2519	MESH:D001049	marker/mechanism
6157	2519	MESH:D007235	therapeutic
6158	2519	MESH:D012509	therapeutic
6159	2519	MESH:D003866	therapeutic
6160	2519	MESH:D001049	therapeutic
6161	2519	MESH:D004244	marker/mechanism
6162	2519	MESH:D007859	therapeutic
6163	2519	MESH:D003645	marker/mechanism
6164	2519	MESH:D003329	marker/mechanism
6165	2519	MESH:D019957	marker/mechanism
6166	2519	MESH:D017542	marker/mechanism
6167	2519	MESH:D009139	marker/mechanism
6168	2519	MESH:D014555	marker/mechanism
6169	2519	MESH:D007319	marker/mechanism
6170	2519	MESH:D005327	marker/mechanism
6171	2519	MESH:D007035	marker/mechanism
6172	4687	MESH:D007249	therapeutic
6173	4687	MESH:D029424	therapeutic
6174	4687	MESH:D005317	marker/mechanism
6175	4687	MESH:D055370	therapeutic
6177	5429	MESH:D011230	marker/mechanism
6347	70639	MESH:D012640	marker/mechanism
6370	5280459	MESH:D010146	therapeutic
6382	12004528	MESH:D018149	therapeutic
6437	890	MESH:D001749	marker/mechanism
6438	890	MESH:D048629	therapeutic
6439	890	MESH:D008175	therapeutic
6440	890	MESH:D007669	therapeutic
6852	6758	MESH:D009336	marker/mechanism
6853	6758	MESH:D020955	marker/mechanism
6854	6758	MESH:D015431	marker/mechanism
6855	6758	MESH:D005911	marker/mechanism
6856	6758	MESH:D024801	marker/mechanism
6857	6758	MESH:D014202	marker/mechanism
6858	6758	MESH:D009127	marker/mechanism
6859	6758	MESH:D009901	marker/mechanism
6860	6758	MESH:D001289	marker/mechanism
6861	6758	MESH:D014786	marker/mechanism
6862	6758	MESH:D012893	marker/mechanism
6863	6758	MESH:D009410	marker/mechanism
6864	6758	MESH:D012798	marker/mechanism
6865	6758	MESH:D004195	marker/mechanism
6866	6758	MESH:D001862	therapeutic
6867	6758	MESH:D020734	marker/mechanism
6868	6758	MESH:D019954	marker/mechanism
6869	6758	MESH:D005767	marker/mechanism
6870	6758	MESH:D003643	marker/mechanism
6871	6758	MESH:D016472	marker/mechanism
6872	6758	MESH:D010190	therapeutic
6873	6758	MESH:D000068079	marker/mechanism
6874	6758	MESH:D006973	therapeutic
6875	6758	MESH:D006930	therapeutic
6876	6758	MESH:D006948	marker/mechanism
6877	6758	MESH:D000382	marker/mechanism
6878	6758	MESH:D006470	marker/mechanism
6879	6758	MESH:D028361	marker/mechanism
6880	6758	MESH:D009069	marker/mechanism
6881	6758	MESH:D010302	marker/mechanism
6882	6758	MESH:D011041	marker/mechanism
6883	6758	MESH:D056486	marker/mechanism
6884	6758	MESH:D001930	marker/mechanism
6885	6758	MESH:D009437	therapeutic
6886	6758	MESH:D002561	marker/mechanism
6887	6758	MESH:D004421	marker/mechanism
6888	6758	MESH:D017114	therapeutic
6889	6758	MESH:D020258	marker/mechanism
6890	6758	MESH:D010300	marker/mechanism
6891	6758	MESH:D012818	marker/mechanism
6892	6758	MESH:D007249	marker/mechanism
6893	6758	MESH:D018476	marker/mechanism
6894	6758	MESH:D015354	marker/mechanism
6895	6758	MESH:D009336	therapeutic
6896	6758	MESH:D002375	marker/mechanism
6897	6758	MESH:D001766	marker/mechanism
6898	6758	MESH:D019457	marker/mechanism
6899	6758	MESH:D020820	marker/mechanism
6900	6758	MESH:D012162	marker/mechanism
6901	6758	MESH:D002386	marker/mechanism
6902	6758	MESH:D019957	marker/mechanism
6903	6758	MESH:D020879	marker/mechanism
6904	6758	MESH:D029242	marker/mechanism
6905	6758	MESH:D019636	marker/mechanism
6906	6758	MESH:D020961	marker/mechanism
6907	6758	MESH:D007249	therapeutic
6908	6758	MESH:D015427	therapeutic
9263	643757	MESH:D003924	marker/mechanism
10219	444539	MESH:D008545	therapeutic
10220	444539	MESH:D014581	marker/mechanism
10221	444539	MESH:D003384	therapeutic
10222	444539	MESH:D007674	therapeutic
10234	5281600	MESH:D019954	therapeutic
10235	5281600	MESH:D018476	therapeutic
10236	5281600	MESH:D018908	therapeutic
10271	402	MESH:D015861	marker/mechanism
10272	402	MESH:D004195	marker/mechanism
10273	402	MESH:D011654	marker/mechanism
10274	402	MESH:D012135	marker/mechanism
10275	402	MESH:D005739	marker/mechanism
10276	402	MESH:D055371	marker/mechanism
10277	402	MESH:D001249	marker/mechanism
10281	935	MESH:D009336	marker/mechanism
10282	935	MESH:D009784	marker/mechanism
10283	935	MESH:D004646	marker/mechanism
10284	935	MESH:D006967	marker/mechanism
10285	935	MESH:D024821	marker/mechanism
10286	935	MESH:D058186	marker/mechanism
10287	935	MESH:D055371	marker/mechanism
10288	935	MESH:D006973	marker/mechanism
10289	935	MESH:D003877	marker/mechanism
10290	935	MESH:D007248	marker/mechanism
10291	935	MESH:D011654	marker/mechanism
10292	935	MESH:D052801	marker/mechanism
10293	935	MESH:D011658	marker/mechanism
10294	935	MESH:D002471	marker/mechanism
10295	935	MESH:D006943	marker/mechanism
10296	935	MESH:D017449	marker/mechanism
10297	935	MESH:D009422	marker/mechanism
10298	935	MESH:D001943	marker/mechanism
10299	935	MESH:D009669	marker/mechanism
10300	935	MESH:D008171	marker/mechanism
10301	935	MESH:D011041	marker/mechanism
10302	935	MESH:D008175	marker/mechanism
10303	935	MESH:D009783	marker/mechanism
10304	935	MESH:D056486	marker/mechanism
10305	935	MESH:D000075322	marker/mechanism
10306	935	MESH:D003872	marker/mechanism
10307	935	MESH:D015658	marker/mechanism
10308	935	MESH:D012120	marker/mechanism
10309	935	MESH:D006229	marker/mechanism
10310	935	MESH:D007249	marker/mechanism
10311	935	MESH:D012208	marker/mechanism
10312	935	MESH:D009369	marker/mechanism
10313	935	MESH:D050171	marker/mechanism
10314	935	MESH:D055370	marker/mechanism
10315	935	MESH:D019457	marker/mechanism
10316	935	MESH:D048629	marker/mechanism
10317	935	MESH:D002869	marker/mechanism
10318	935	MESH:D003924	marker/mechanism
10319	935	MESH:D002318	marker/mechanism
10320	935	MESH:D011014	marker/mechanism
10321	935	MESH:D007247	marker/mechanism
10322	935	MESH:D016481	marker/mechanism
10323	935	MESH:D008231	marker/mechanism
10735	6202	MESH:D010146	therapeutic
10736	6202	MESH:D011115	marker/mechanism
10737	6202	MESH:D006333	therapeutic
10738	6202	MESH:D000430	therapeutic
10739	6202	MESH:D002524	therapeutic
10740	6202	MESH:D015362	therapeutic
10741	6202	MESH:D009410	marker/mechanism
10742	6202	MESH:D014899	therapeutic
10743	6202	MESH:D004342	marker/mechanism
10744	6202	MESH:D012640	marker/mechanism
10745	6202	MESH:D003875	marker/mechanism
10746	6202	MESH:D014581	marker/mechanism
10747	6202	MESH:D009202	therapeutic
10748	6202	MESH:D010523	marker/mechanism
10749	6202	MESH:D017240	therapeutic
10750	6202	MESH:D007855	therapeutic
10751	6202	MESH:D009369	marker/mechanism
10752	6202	MESH:D003711	marker/mechanism
10753	6202	MESH:D001714	therapeutic
10754	6202	MESH:D004660	marker/mechanism
10755	6202	MESH:D006501	therapeutic
10756	6202	MESH:D002972	therapeutic
10757	6202	MESH:D001927	therapeutic
10758	6202	MESH:D000138	therapeutic
10759	6202	MESH:D002386	therapeutic
10760	6202	MESH:D002971	therapeutic
10973	23931	MESH:D008630	marker/mechanism
10974	23931	MESH:D000419	marker/mechanism
10975	23931	MESH:D015431	marker/mechanism
10976	23931	MESH:D006967	marker/mechanism
10977	23931	MESH:D003920	marker/mechanism
10978	23931	MESH:D006968	marker/mechanism
